"id","day","classroom","times","created_at","updated_at"
3304,"viernes","sj-l5","Vi 11:31:00 - 12:50:00",2023-09-22 04:18:13,2023-09-22 04:18:13
3305,"viernes","sj-l5","Vi 10:01:00 - 10:40:00",2023-09-22 04:18:13,2023-09-22 04:18:13
3306,"viernes","sj-l5","Vi 8:31:00 - 9:50:00",2023-09-22 04:18:13,2023-09-22 04:18:13
3307,"viernes","sj-602","Vi 8:31:00 - 9:50:00",2023-09-22 04:18:13,2023-09-22 04:18:13
3308,"viernes","sj-402a","Vi 16:01:00 - 16:40:00",2023-09-22 04:18:13,2023-09-22 04:18:13
3309,"viernes","sj-402a","Vi 15:11:00 - 15:50:00",2023-09-22 04:18:13,2023-09-22 04:18:13
3310,"viernes","sj-402b","Vi 19:01:00 - 20:20:00",2023-09-22 04:18:13,2023-09-22 04:18:13
3311,"viernes","sj-407","Vi 16:01:00 - 16:40:00",2023-09-22 04:18:13,2023-09-22 04:18:13
3312,"viernes","sj-407","Vi 14:31:00 - 15:50:00",2023-09-22 04:18:13,2023-09-22 04:18:13
3313,"viernes","","Vi 8:31:00 - 9:50:00",2023-09-22 04:18:14,2023-09-22 04:18:14
3314,"viernes","sj-204","Vi 16:41:00 - 17:20:00",2023-09-22 04:18:14,2023-09-22 04:18:14
3315,"viernes","sj-204","Vi 16:01:00 - 16:40:00",2023-09-22 04:18:14,2023-09-22 04:18:14
3316,"viernes","sj-100","Vi 14:31:00 - 15:50:00",2023-09-22 04:18:14,2023-09-22 04:18:14
3317,"viernes","","Vi 16:41:00 - 17:20:00",2023-09-22 04:18:14,2023-09-22 04:18:14
3318,"viernes","","Vi 16:01:00 - 16:40:00",2023-09-22 04:18:14,2023-09-22 04:18:14
3319,"viernes","","Vi 14:31:00 - 15:50:00",2023-09-22 04:18:14,2023-09-22 04:18:14
3320,"viernes","","Vi 13:01:00 - 14:20:00",2023-09-22 04:18:14,2023-09-22 04:18:14
3321,"viernes","","Vi 11:31:00 - 12:50:00",2023-09-22 04:18:14,2023-09-22 04:18:14
3322,"viernes","","Vi 10:01:00 - 11:20:00",2023-09-22 04:18:14,2023-09-22 04:18:14
3323,"viernes","","Vi 10:01:00 - 10:40:00",2023-09-22 04:18:14,2023-09-22 04:18:14
3324,"viernes","sj-409","Vi 10:01:00 - 11:20:00",2023-09-22 04:18:14,2023-09-22 04:18:14
3325,"viernes","sj-402a","Vi 8:31:00 - 9:50:00",2023-09-22 04:18:14,2023-09-22 04:18:14
3326,"viernes","sj-504","Vi 15:11:00 - 15:50:00",2023-09-22 04:18:14,2023-09-22 04:18:14
3327,"viernes","sj-406","Vi 13:01:00 - 14:20:00",2023-09-22 04:18:14,2023-09-22 04:18:14
3328,"viernes","sj-602","Vi 17:31:00 - 18:50:00",2023-09-22 04:18:14,2023-09-22 04:18:14
3329,"viernes","sj-413","Vi 16:41:00 - 17:20:00",2023-09-22 04:18:15,2023-09-22 04:18:15
3330,"viernes","sj-413","Vi 16:01:00 - 16:40:00",2023-09-22 04:18:15,2023-09-22 04:18:15
3331,"viernes","sj-413","Vi 14:31:00 - 15:50:00",2023-09-22 04:18:15,2023-09-22 04:18:15
3332,"viernes","sj-409","Vi 16:01:00 - 16:40:00",2023-09-22 04:18:15,2023-09-22 04:18:15
3333,"viernes","sj-409","Vi 14:31:00 - 15:50:00",2023-09-22 04:18:15,2023-09-22 04:18:15
3334,"viernes","sj-409","Vi 17:31:00 - 18:50:00",2023-09-22 04:18:15,2023-09-22 04:18:15
3335,"viernes","sj-409","Vi 16:41:00 - 17:20:00",2023-09-22 04:18:15,2023-09-22 04:18:15
3336,"viernes","sj-409","Vi 12:11:00 - 12:50:00",2023-09-22 04:18:15,2023-09-22 04:18:15
3337,"viernes","sj-l7","Vi 10:01:00 - 10:40:00",2023-09-22 04:18:15,2023-09-22 04:18:15
3338,"viernes","sj-l7","Vi 13:01:00 - 14:20:00",2023-09-22 04:18:15,2023-09-22 04:18:15
3339,"viernes","sj-502","Vi 17:31:00 - 18:10:00",2023-09-22 04:18:15,2023-09-22 04:18:15
3340,"viernes","sj-702","Vi 17:31:00 - 18:50:00",2023-09-22 04:18:15,2023-09-22 04:18:15
3341,"viernes","sj-702","Vi 16:41:00 - 17:20:00",2023-09-22 04:18:15,2023-09-22 04:18:15
3342,"viernes","sj-606","Vi 16:01:00 - 16:40:00",2023-09-22 04:18:15,2023-09-22 04:18:15
3343,"viernes","sj-606","Vi 14:31:00 - 15:50:00",2023-09-22 04:18:15,2023-09-22 04:18:15
3344,"viernes","sj-l1","Vi 20:31:00 - 21:50:00",2023-09-22 04:18:15,2023-09-22 04:18:15
3345,"viernes","sj-l5","Vi 16:01:00 - 17:20:00",2023-09-22 04:18:15,2023-09-22 04:18:15
3346,"viernes","sj-l7","Vi 11:31:00 - 12:50:00",2023-09-22 04:18:15,2023-09-22 04:18:15
3347,"viernes","sj-511","Vi 14:31:00 - 15:50:00",2023-09-22 04:18:15,2023-09-22 04:18:15
3348,"viernes","sj-510","Vi 17:31:00 - 18:50:00",2023-09-22 04:18:15,2023-09-22 04:18:15
3349,"viernes","sj-705","Vi 20:31:00 - 21:50:00",2023-09-22 04:18:15,2023-09-22 04:18:15
3350,"viernes","sj-608","Vi 21:11:00 - 22:30:00",2023-09-22 04:18:15,2023-09-22 04:18:15
3351,"viernes","sj-608","Vi 17:31:00 - 18:10:00",2023-09-22 04:18:15,2023-09-22 04:18:15
3352,"viernes","sj-608","Vi 16:41:00 - 17:20:00",2023-09-22 04:18:15,2023-09-22 04:18:15
3353,"viernes","sj-508","Vi 16:01:00 - 17:20:00",2023-09-22 04:18:15,2023-09-22 04:18:15
3354,"viernes","sj-100","Vi 21:11:00 - 22:30:00",2023-09-22 04:18:15,2023-09-22 04:18:15
3355,"viernes","sj-100","Vi 19:01:00 - 20:20:00",2023-09-22 04:18:15,2023-09-22 04:18:15
3356,"viernes","sj-l804","Vi 20:31:00 - 21:10:00",2023-09-22 04:18:15,2023-09-22 04:18:15
3357,"viernes","sj-l804","Vi 19:01:00 - 20:20:00",2023-09-22 04:18:15,2023-09-22 04:18:15
3358,"viernes","sj-101","Vi 14:31:00 - 15:50:00",2023-09-22 04:18:15,2023-09-22 04:18:15
3359,"viernes","sj-503","Vi 17:31:00 - 18:50:00",2023-09-22 04:18:15,2023-09-22 04:18:15
3360,"viernes","sj-202","Vi 11:31:00 - 12:10:00",2023-09-22 04:18:15,2023-09-22 04:18:15
3361,"viernes","sj-202","Vi 10:41:00 - 11:20:00",2023-09-22 04:18:15,2023-09-22 04:18:15
3362,"viernes","sj-101","Vi 13:01:00 - 14:20:00",2023-09-22 04:18:15,2023-09-22 04:18:15
3363,"viernes","sj-101","Vi 16:01:00 - 17:20:00",2023-09-22 04:18:16,2023-09-22 04:18:16
3364,"viernes","sj-101","Vi 11:31:00 - 12:50:00",2023-09-22 04:18:16,2023-09-22 04:18:16
3365,"viernes","sj-l804","Vi 17:31:00 - 18:50:00",2023-09-22 04:18:16,2023-09-22 04:18:16
3366,"viernes","sj-101","Vi 17:31:00 - 18:50:00",2023-09-22 04:18:16,2023-09-22 04:18:16
3367,"viernes","sj-806","Vi 19:01:00 - 20:20:00",2023-09-22 04:18:16,2023-09-22 04:18:16
3368,"viernes","sj-805","Vi 19:01:00 - 20:20:00",2023-09-22 04:18:16,2023-09-22 04:18:16
3369,"viernes","sj-505","Vi 16:01:00 - 17:20:00",2023-09-22 04:18:16,2023-09-22 04:18:16
3370,"viernes","sj-605","Vi 8:31:00 - 9:50:00",2023-09-22 04:18:16,2023-09-22 04:18:16
3371,"viernes","sj-603","Vi 16:01:00 - 17:20:00",2023-09-22 04:18:16,2023-09-22 04:18:16
3372,"viernes","sj-608","Vi 10:01:00 - 11:20:00",2023-09-22 04:18:16,2023-09-22 04:18:16
3373,"viernes","sj-210","Vi 13:01:00 - 14:20:00",2023-09-22 04:18:16,2023-09-22 04:18:16
3374,"viernes","sj-508","Vi 8:31:00 - 9:50:00",2023-09-22 04:18:16,2023-09-22 04:18:16
3375,"viernes","sj-315","Vi 13:01:00 - 14:20:00",2023-09-22 04:18:16,2023-09-22 04:18:16
3376,"viernes","sj-315","Vi 17:31:00 - 18:50:00",2023-09-22 04:18:16,2023-09-22 04:18:16
3377,"viernes","sj-315","Vi 10:01:00 - 11:20:00",2023-09-22 04:18:16,2023-09-22 04:18:16
3378,"viernes","sj-708","Vi 17:31:00 - 18:50:00",2023-09-22 04:18:16,2023-09-22 04:18:16
3379,"viernes","sj-101","Vi 10:01:00 - 11:20:00",2023-09-22 04:18:16,2023-09-22 04:18:16
3380,"viernes","sj-703","Vi 11:31:00 - 12:50:00",2023-09-22 04:18:16,2023-09-22 04:18:16
3381,"viernes","sj-602","Vi 16:01:00 - 17:20:00",2023-09-22 04:18:16,2023-09-22 04:18:16
3382,"viernes","sj-601","Vi 16:01:00 - 17:20:00",2023-09-22 04:18:16,2023-09-22 04:18:16
3383,"viernes","sj-709","Vi 17:31:00 - 18:50:00",2023-09-22 04:18:16,2023-09-22 04:18:16
3384,"viernes","sj-709","Vi 16:41:00 - 17:20:00",2023-09-22 04:18:16,2023-09-22 04:18:16
3385,"viernes","sj-604","Vi 17:31:00 - 18:50:00",2023-09-22 04:18:16,2023-09-22 04:18:16
3386,"viernes","sj-604","Vi 16:41:00 - 17:20:00",2023-09-22 04:18:16,2023-09-22 04:18:16
3387,"viernes","sj-203","Vi 16:01:00 - 16:40:00",2023-09-22 04:18:16,2023-09-22 04:18:16
3388,"viernes","sj-203","Vi 17:31:00 - 18:50:00",2023-09-22 04:18:16,2023-09-22 04:18:16
3389,"viernes","sj-203","Vi 16:41:00 - 17:20:00",2023-09-22 04:18:16,2023-09-22 04:18:16
3390,"viernes","sj-709","Vi 16:01:00 - 16:40:00",2023-09-22 04:18:16,2023-09-22 04:18:16
3391,"viernes","sj-709","Vi 14:31:00 - 15:50:00",2023-09-22 04:18:16,2023-09-22 04:18:16
3392,"viernes","sj-604","Vi 16:01:00 - 16:40:00",2023-09-22 04:18:16,2023-09-22 04:18:16
3393,"viernes","sj-604","Vi 14:31:00 - 15:50:00",2023-09-22 04:18:16,2023-09-22 04:18:16
3394,"viernes","sj-415","Vi 17:31:00 - 18:10:00",2023-09-22 04:18:17,2023-09-22 04:18:17
3395,"viernes","sj-203","Vi 20:31:00 - 21:10:00",2023-09-22 04:18:17,2023-09-22 04:18:17
3396,"viernes","sj-203","Vi 19:01:00 - 20:20:00",2023-09-22 04:18:17,2023-09-22 04:18:17
3397,"viernes","sj-304","Vi 13:01:00 - 13:40:00",2023-09-22 04:18:17,2023-09-22 04:18:17
3398,"viernes","sj-702","Vi 14:31:00 - 15:10:00",2023-09-22 04:18:17,2023-09-22 04:18:17
3399,"viernes","sj-702","Vi 13:01:00 - 14:20:00",2023-09-22 04:18:17,2023-09-22 04:18:17
3400,"viernes","sj-203","Vi 21:11:00 - 22:30:00",2023-09-22 04:18:17,2023-09-22 04:18:17
3401,"viernes","sj-503","Vi 11:31:00 - 12:10:00",2023-09-22 04:18:17,2023-09-22 04:18:17
3402,"viernes","sj-503","Vi 10:01:00 - 11:20:00",2023-09-22 04:18:17,2023-09-22 04:18:17
3403,"viernes","sj-503","Vi 13:41:00 - 14:20:00",2023-09-22 04:18:17,2023-09-22 04:18:17
3404,"viernes","sj-503","Vi 20:31:00 - 22:30:00",2023-09-22 04:18:17,2023-09-22 04:18:17
3405,"viernes","sj-503","Vi 19:41:00 - 20:20:00",2023-09-22 04:18:17,2023-09-22 04:18:17
3406,"viernes","sj-702","Vi 20:31:00 - 21:10:00",2023-09-22 04:18:17,2023-09-22 04:18:17
3407,"viernes","sj-601","Vi 20:31:00 - 22:30:00",2023-09-22 04:18:17,2023-09-22 04:18:17
3408,"viernes","sj-706","Vi 10:01:00 - 10:40:00",2023-09-22 04:18:17,2023-09-22 04:18:17
3409,"viernes","sj-603","Vi 10:41:00 - 11:20:00",2023-09-22 04:18:17,2023-09-22 04:18:17
3410,"viernes","sj-l8","Vi 19:01:00 - 20:20:00",2023-09-22 04:18:17,2023-09-22 04:18:17
3411,"viernes","sj-310","Vi 21:11:00 - 22:30:00",2023-09-22 04:18:17,2023-09-22 04:18:17
3412,"viernes","sj-l1","Vi 11:31:00 - 12:50:00",2023-09-22 04:18:17,2023-09-22 04:18:17
3413,"viernes","sj-l8","Vi 13:01:00 - 14:20:00",2023-09-22 04:18:17,2023-09-22 04:18:17
3414,"viernes","sj-03","Vi 20:31:00 - 22:30:00",2023-09-22 04:18:17,2023-09-22 04:18:17
3415,"viernes","sj-tmm-05","Vi 19:01:00 - 20:20:00",2023-09-22 04:18:17,2023-09-22 04:18:17
3416,"viernes","sj-302","Vi 21:11:00 - 22:30:00",2023-09-22 04:18:17,2023-09-22 04:18:17
3417,"viernes","sj-03","Vi 11:31:00 - 12:50:00",2023-09-22 04:18:17,2023-09-22 04:18:17
3418,"viernes","sj-tmm-05","Vi 14:31:00 - 15:50:00",2023-09-22 04:18:17,2023-09-22 04:18:17
3419,"viernes","sj-tmm-05","Vi 10:01:00 - 11:20:00",2023-09-22 04:18:17,2023-09-22 04:18:17
3420,"viernes","sj-tmm-05","Vi 11:31:00 - 12:50:00",2023-09-22 04:18:17,2023-09-22 04:18:17
3421,"viernes","sj-302","Vi 11:31:00 - 12:50:00",2023-09-22 04:18:17,2023-09-22 04:18:17
3422,"viernes","sj-302","Vi 16:01:00 - 17:20:00",2023-09-22 04:18:17,2023-09-22 04:18:17
3423,"viernes","sj-302","Vi 13:01:00 - 14:20:00",2023-09-22 04:18:17,2023-09-22 04:18:17
3424,"viernes","sj-302","Vi 10:41:00 - 11:20:00",2023-09-22 04:18:17,2023-09-22 04:18:17
3425,"viernes","sj-010","Vi 21:11:00 - 22:30:00",2023-09-22 04:18:17,2023-09-22 04:18:17
3426,"viernes","sj-013","Vi 11:31:00 - 12:10:00",2023-09-22 04:18:17,2023-09-22 04:18:17
3427,"viernes","sj-013","Vi 8:31:00 - 9:50:00",2023-09-22 04:18:17,2023-09-22 04:18:17
3428,"viernes","sj-tmm-07","Vi 14:31:00 - 15:10:00",2023-09-22 04:18:17,2023-09-22 04:18:17
3429,"viernes","sj-tmm-07","Vi 13:01:00 - 14:20:00",2023-09-22 04:18:17,2023-09-22 04:18:17
3430,"viernes","sj-tmm-07","Vi 12:11:00 - 12:50:00",2023-09-22 04:18:17,2023-09-22 04:18:17
3431,"viernes","sj-tmm-04","Vi 14:31:00 - 15:50:00",2023-09-22 04:18:17,2023-09-22 04:18:17
3432,"viernes","sj-015","Vi 16:01:00 - 16:40:00",2023-09-22 04:18:17,2023-09-22 04:18:17
3433,"viernes","sj-015","Vi 14:31:00 - 15:50:00",2023-09-22 04:18:17,2023-09-22 04:18:17
3434,"viernes","sj-306","Vi 10:01:00 - 11:20:00",2023-09-22 04:18:17,2023-09-22 04:18:17
3435,"viernes","sj-306","Vi 13:01:00 - 14:20:00",2023-09-22 04:18:17,2023-09-22 04:18:17
3436,"viernes","sj-306","Vi 11:31:00 - 12:50:00",2023-09-22 04:18:17,2023-09-22 04:18:17
3437,"viernes","sj-310","Vi 13:01:00 - 13:40:00",2023-09-22 04:18:17,2023-09-22 04:18:17
3438,"viernes","sj-310","Vi 11:31:00 - 12:50:00",2023-09-22 04:18:17,2023-09-22 04:18:17
3439,"viernes","sj-310","Vi 10:01:00 - 10:40:00",2023-09-22 04:18:17,2023-09-22 04:18:17
3440,"viernes","sj-310","Vi 8:31:00 - 9:50:00",2023-09-22 04:18:17,2023-09-22 04:18:17
3441,"viernes","sj-311","Vi 10:01:00 - 10:40:00",2023-09-22 04:18:17,2023-09-22 04:18:17
3442,"viernes","sj-311","Vi 8:31:00 - 9:50:00",2023-09-22 04:18:17,2023-09-22 04:18:17
3443,"viernes","sj-305b","Vi 11:31:00 - 12:50:00",2023-09-22 04:18:17,2023-09-22 04:18:17
3444,"viernes","sj-305b","Vi 10:41:00 - 11:20:00",2023-09-22 04:18:17,2023-09-22 04:18:17
3445,"viernes","sj-501","Vi 17:31:00 - 18:50:00",2023-09-22 04:18:17,2023-09-22 04:18:17
3446,"viernes","sj-609","Vi 8:31:00 - 9:50:00",2023-09-22 04:18:17,2023-09-22 04:18:17
3447,"martes","sj-l9","Ma 17:31:00 - 18:10:00",2023-09-22 04:18:18,2023-09-22 04:18:18
3448,"martes","sj-013","Ma 10:01:00 - 11:20:00",2023-09-22 04:18:18,2023-09-22 04:18:18
3449,"martes","sj-315","Ma 11:31:00 - 12:50:00",2023-09-22 04:18:18,2023-09-22 04:18:18
3450,"martes","sj-603","Ma 21:11:00 - 22:30:00",2023-09-22 04:18:18,2023-09-22 04:18:18
3451,"martes","sj-202","Ma 14:31:00 - 15:50:00",2023-09-22 04:18:18,2023-09-22 04:18:18
3452,"martes","sj-415","Ma 16:41:00 - 17:20:00",2023-09-22 04:18:18,2023-09-22 04:18:18
3453,"martes","sj-415","Ma 17:31:00 - 18:10:00",2023-09-22 04:18:18,2023-09-22 04:18:18
3454,"martes","sj-204","Ma 19:01:00 - 20:20:00",2023-09-22 04:18:18,2023-09-22 04:18:18
3455,"viernes","sj-l5","Vi 21:11:00 - 22:30:00",2023-09-22 04:18:18,2023-09-22 04:18:18
3456,"viernes","sj-l5","Vi 20:31:00 - 21:10:00",2023-09-22 04:18:18,2023-09-22 04:18:18
3457,"viernes","sj-806","Vi 20:31:00 - 22:30:00",2023-09-22 04:18:18,2023-09-22 04:18:18
3458,"viernes","sj-511","Vi 19:41:00 - 20:20:00",2023-09-22 04:18:18,2023-09-22 04:18:18
3459,"viernes","sj-511","Vi 19:01:00 - 19:40:00",2023-09-22 04:18:18,2023-09-22 04:18:18
3460,"viernes","sj-05b2","Vi 16:01:00 - 16:40:00",2023-09-22 04:18:18,2023-09-22 04:18:18
3461,"viernes","sj-05b2","Vi 14:31:00 - 15:50:00",2023-09-22 04:18:18,2023-09-22 04:18:18
3462,"viernes","sj-709","Vi 20:31:00 - 22:30:00",2023-09-22 04:18:18,2023-09-22 04:18:18
3463,"viernes","sj-805","Vi 20:31:00 - 22:30:00",2023-09-22 04:18:18,2023-09-22 04:18:18
3464,"viernes","sj-05b2","Vi 19:01:00 - 20:20:00",2023-09-22 04:18:18,2023-09-22 04:18:18
3465,"viernes","sj-609","Vi 20:31:00 - 21:50:00",2023-09-22 04:18:18,2023-09-22 04:18:18
3466,"viernes","sj-606","Vi 20:31:00 - 21:50:00",2023-09-22 04:18:18,2023-09-22 04:18:18
3467,"viernes","sj-704","Vi 21:11:00 - 22:30:00",2023-09-22 04:18:18,2023-09-22 04:18:18
3468,"viernes","sj-04a","Vi 19:01:00 - 20:20:00",2023-09-22 04:18:18,2023-09-22 04:18:18
3469,"viernes","sj-302","Vi 19:01:00 - 20:20:00",2023-09-22 04:18:18,2023-09-22 04:18:18
3470,"viernes","sj-806","Vi 11:31:00 - 12:50:00",2023-09-22 04:18:18,2023-09-22 04:18:18
3471,"viernes","sj-201","Vi 17:31:00 - 18:10:00",2023-09-22 04:18:18,2023-09-22 04:18:18
3472,"viernes","sj-506","Vi 8:31:00 - 9:50:00",2023-09-22 04:18:18,2023-09-22 04:18:18
3473,"viernes","sj-05b2","Vi 11:31:00 - 12:50:00",2023-09-22 04:18:18,2023-09-22 04:18:18
3474,"viernes","sj-506","Vi 10:01:00 - 11:20:00",2023-09-22 04:18:18,2023-09-22 04:18:18
3475,"viernes","sj-05b2","Vi 13:01:00 - 14:20:00",2023-09-22 04:18:18,2023-09-22 04:18:18
3476,"viernes","sj-05b2","Vi 10:01:00 - 11:20:00",2023-09-22 04:18:18,2023-09-22 04:18:18
3477,"viernes","sj-05b2","Vi 8:31:00 - 9:50:00",2023-09-22 04:18:18,2023-09-22 04:18:18
3478,"viernes","sj-706","Vi 11:31:00 - 12:50:00",2023-09-22 04:18:18,2023-09-22 04:18:18
3479,"viernes","sj-08","Vi 16:01:00 - 17:20:00",2023-09-22 04:18:18,2023-09-22 04:18:18
3480,"viernes","sj-08","Vi 14:31:00 - 15:50:00",2023-09-22 04:18:18,2023-09-22 04:18:18
3481,"viernes","sj-03","Vi 10:01:00 - 11:20:00",2023-09-22 04:18:18,2023-09-22 04:18:18
3482,"viernes","sj-03","Vi 9:11:00 - 9:50:00",2023-09-22 04:18:18,2023-09-22 04:18:18
3483,"viernes","sj-03","Vi 14:31:00 - 15:50:00",2023-09-22 04:18:18,2023-09-22 04:18:18
3484,"viernes","sj-03","Vi 13:41:00 - 14:20:00",2023-09-22 04:18:18,2023-09-22 04:18:18
3485,"viernes","sj-706","Vi 14:31:00 - 15:50:00",2023-09-22 04:18:19,2023-09-22 04:18:19
3486,"viernes","sj-506","Vi 16:01:00 - 17:20:00",2023-09-22 04:18:19,2023-09-22 04:18:19
3487,"viernes","sj-05a2","Vi 16:01:00 - 16:40:00",2023-09-22 04:18:19,2023-09-22 04:18:19
3488,"viernes","sj-05a2","Vi 14:31:00 - 15:50:00",2023-09-22 04:18:19,2023-09-22 04:18:19
3489,"viernes","sj-05a2","Vi 17:31:00 - 18:50:00",2023-09-22 04:18:19,2023-09-22 04:18:19
3490,"viernes","sj-05a2","Vi 16:41:00 - 17:20:00",2023-09-22 04:18:19,2023-09-22 04:18:19
3491,"viernes","sj-701","Vi 21:11:00 - 22:30:00",2023-09-22 04:18:19,2023-09-22 04:18:19
3492,"viernes","sj-204","Vi 20:31:00 - 21:50:00",2023-09-22 04:18:19,2023-09-22 04:18:19
3493,"viernes","sj-015","Vi 20:31:00 - 21:10:00",2023-09-22 04:18:19,2023-09-22 04:18:19
3494,"viernes","sj-015","Vi 19:01:00 - 20:20:00",2023-09-22 04:18:19,2023-09-22 04:18:19
3495,"viernes","sj-603","Vi 14:31:00 - 15:50:00",2023-09-22 04:18:19,2023-09-22 04:18:19
3496,"viernes","sj-tmm-01","Vi 8:31:00 - 9:50:00",2023-09-22 04:18:19,2023-09-22 04:18:19
3497,"viernes","sj-010","Vi 8:31:00 - 9:50:00",2023-09-22 04:18:19,2023-09-22 04:18:19
3498,"viernes","sj-210","Vi 10:01:00 - 11:20:00",2023-09-22 04:18:19,2023-09-22 04:18:19
3499,"viernes","sj-604","Vi 21:11:00 - 22:30:00",2023-09-22 04:18:19,2023-09-22 04:18:19
3500,"viernes","sj-307","Vi 20:31:00 - 21:50:00",2023-09-22 04:18:19,2023-09-22 04:18:19
3501,"viernes","sj-307","Vi 19:01:00 - 20:20:00",2023-09-22 04:18:19,2023-09-22 04:18:19
3502,"viernes","sj-l2","Vi 20:31:00 - 21:50:00",2023-09-22 04:18:19,2023-09-22 04:18:19
3503,"viernes","sj-l2","Vi 19:01:00 - 20:20:00",2023-09-22 04:18:19,2023-09-22 04:18:19
3504,"viernes","sj-306","Vi 20:31:00 - 21:10:00",2023-09-22 04:18:19,2023-09-22 04:18:19
3505,"viernes","sj-312","Vi 20:31:00 - 21:10:00",2023-09-22 04:18:19,2023-09-22 04:18:19
3506,"viernes","sj-312","Vi 19:01:00 - 20:20:00",2023-09-22 04:18:19,2023-09-22 04:18:19
3507,"viernes","sj-609","Vi 13:01:00 - 14:20:00",2023-09-22 04:18:19,2023-09-22 04:18:19
3508,"viernes","sj-502","Vi 10:01:00 - 11:20:00",2023-09-22 04:18:19,2023-09-22 04:18:19
3509,"viernes","sj-308","Vi 13:01:00 - 14:20:00",2023-09-22 04:18:19,2023-09-22 04:18:19
3510,"viernes","sj-308","Vi 12:11:00 - 12:50:00",2023-09-22 04:18:19,2023-09-22 04:18:19
3511,"viernes","sj-308","Vi 11:31:00 - 12:10:00",2023-09-22 04:18:19,2023-09-22 04:18:19
3512,"viernes","sj-204","Vi 13:01:00 - 13:40:00",2023-09-22 04:18:19,2023-09-22 04:18:19
3513,"viernes","sj-204","Vi 12:11:00 - 12:50:00",2023-09-22 04:18:19,2023-09-22 04:18:19
3514,"viernes","sj-510","Vi 8:31:00 - 9:50:00",2023-09-22 04:18:19,2023-09-22 04:18:19
3515,"viernes","sj-l9","Vi 20:31:00 - 22:30:00",2023-09-22 04:18:19,2023-09-22 04:18:19
3516,"viernes","sj-l6","Vi 19:01:00 - 20:20:00",2023-09-22 04:18:19,2023-09-22 04:18:19
3517,"viernes","sj-l10","Vi 20:31:00 - 21:10:00",2023-09-22 04:18:19,2023-09-22 04:18:19
3518,"viernes","sj-l8","Vi 10:01:00 - 10:40:00",2023-09-22 04:18:20,2023-09-22 04:18:20
3519,"viernes","sj-l8","Vi 8:31:00 - 9:50:00",2023-09-22 04:18:20,2023-09-22 04:18:20
3520,"viernes","sj-202","Vi 17:31:00 - 18:50:00",2023-09-22 04:18:20,2023-09-22 04:18:20
3521,"viernes","sj-l804","Vi 16:01:00 - 17:20:00",2023-09-22 04:18:20,2023-09-22 04:18:20
3522,"viernes","sj-202","Vi 8:31:00 - 9:50:00",2023-09-22 04:18:20,2023-09-22 04:18:20
3523,"viernes","sj-703","Vi 10:01:00 - 11:20:00",2023-09-22 04:18:20,2023-09-22 04:18:20
3524,"viernes","sj-l2","Vi 10:01:00 - 11:20:00",2023-09-22 04:18:20,2023-09-22 04:18:20
3525,"viernes","sj-l3","Vi 16:01:00 - 17:20:00",2023-09-22 04:18:20,2023-09-22 04:18:20
3526,"viernes","sj-l3","Vi 15:11:00 - 15:50:00",2023-09-22 04:18:20,2023-09-22 04:18:20
3527,"viernes","sj-l6","Vi 10:01:00 - 10:40:00",2023-09-22 04:18:20,2023-09-22 04:18:20
3528,"viernes","sj-l2","Vi 17:31:00 - 18:50:00",2023-09-22 04:18:20,2023-09-22 04:18:20
3529,"viernes","sj-l2","Vi 16:01:00 - 17:20:00",2023-09-22 04:18:20,2023-09-22 04:18:20
3530,"viernes","sj-l3","Vi 17:31:00 - 18:50:00",2023-09-22 04:18:20,2023-09-22 04:18:20
3531,"viernes","sj-l4","Vi 13:01:00 - 14:20:00",2023-09-22 04:18:20,2023-09-22 04:18:20
3532,"viernes","sj-l6","Vi 10:41:00 - 11:20:00",2023-09-22 04:18:20,2023-09-22 04:18:20
3533,"viernes","sj-l9","Vi 17:31:00 - 18:10:00",2023-09-22 04:18:20,2023-09-22 04:18:20
3534,"viernes","sj-l9","Vi 16:01:00 - 17:20:00",2023-09-22 04:18:20,2023-09-22 04:18:20
3535,"viernes","sj-ltr","Vi 20:31:00 - 22:30:00",2023-09-22 04:18:20,2023-09-22 04:18:20
3536,"viernes","sj-lccna","Vi 19:01:00 - 20:20:00",2023-09-22 04:18:20,2023-09-22 04:18:20
3537,"viernes","sj-lccna","Vi 10:01:00 - 11:20:00",2023-09-22 04:18:20,2023-09-22 04:18:20
3538,"viernes","sj-lccna","Vi 9:11:00 - 9:50:00",2023-09-22 04:18:20,2023-09-22 04:18:20
3539,"viernes","sj-l10","Vi 14:31:00 - 15:50:00",2023-09-22 04:18:20,2023-09-22 04:18:20
3540,"viernes","sj-ltr","Vi 10:01:00 - 11:20:00",2023-09-22 04:18:20,2023-09-22 04:18:20
3541,"viernes","sj-ltr","Vi 16:01:00 - 16:40:00",2023-09-22 04:18:20,2023-09-22 04:18:20
3542,"viernes","sj-ltr","Vi 15:11:00 - 15:50:00",2023-09-22 04:18:20,2023-09-22 04:18:20
3543,"viernes","sj-l804","Vi 11:31:00 - 12:10:00",2023-09-22 04:18:20,2023-09-22 04:18:20
3544,"viernes","sj-l804","Vi 10:01:00 - 11:20:00",2023-09-22 04:18:20,2023-09-22 04:18:20
3545,"viernes","sj-l6","Vi 16:01:00 - 17:20:00",2023-09-22 04:18:20,2023-09-22 04:18:20
3546,"viernes","sj-503","Vi 13:01:00 - 13:40:00",2023-09-22 04:18:20,2023-09-22 04:18:20
